Fields for repository,,,,,,,,,,,,
,,,AI Agent,AI Agent,,,Tool ratings - later,,,,,
,"The Application of Artificial Intelligence in Mortality Modeling and
Forecasting: GBM, Data Cleaning, and Dynamic Mortality Tables",,"AI
Mortality Modeling
Forecasting
Gradient Boosting Machine (GBM)
Data Cleaning
Outlier Detection
Data Standardization
Dynamic Mortality Tables
Risk Assessment
Preventive Care"," This essay highlights how AI enhances actuarial work in predicting mortality rates. It focuses on the Gradient Boosting Machine (GBM), an AI technique using iterative decision trees to analyze historical data for mortality prediction. A healthcare scenario illustrates GBM's use in identifying risk factors for enhanced preventive care.
The essay also emphasizes the critical role of AI in improving data quality through automated data processing and cleaning, including outlier identification and data standardization/normalization. Furthermore, it discusses dynamic mortality tables, which leverage real-time data and AI, like ARIMA, to provide up-to-date mortality risk assessments, as shown in an insurance company scenario. The essay concludes by noting the risks and evolving responsibilities of actuaries in applying AI for mortality prediction",9/24/2025,,,Jiaming Zuo,SOA,pdf,https://www.soa.org/4a5e91/globalassets/assets/files/resources/research-report/2024/impact-ai-mortality/2024-impact-ai-mort-essay-zuo.pdf,
,"The Retirement Reckoning—When Family Ties Clash with Financial
Realities",,"AI advice
Retirement choices
Family dynamics
Assisted living
Financial advisor
Human empathy
Limitations of AI
Decision-support system
Caregiving
Financial realities","This essay uses a narrative case study of the Johnson family to illustrate the complexities of retirement decisions, particularly concerning assisted living, and how AI-driven advice interacts with human realities. The story highlights the limitations of purely data-driven AI recommendations when faced with the emotional, financial, and personal nuances of family dynamics and healthcare needs. The family's journey involves seeking advice from a financial advisor who provides a more holistic perspective than the AI system. Ultimately, the essay emphasizes the necessity of balancing technological insights with human empathy and judgment in retirement planning.",8/24/2025,,,Stefanos Orfanos,SOA,pdf,https://www.soa.org/4a43e7/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-1-orfanos.pdf,
,"Can Artificial Intelligence/Large Language Models Help Me with
Retirement Planning? An Individual Perspective",,"AI (ChatGPT)
Retirement planning
Financial literacy
Inaccurate calculations
Incomplete information
Individual perspective
Limitations of LLMs
Information source
Financial analysis
Human oversight","This essay examines the potential of AI, specifically ChatGPT, to assist individuals with retirement planning from a personal perspective. Through a series of questions and ChatGPT's responses, the author explores AI's ability to provide information and perform calculations. The analysis reveals that while AI can offer quick and general information, its responses can be incomplete, inaccurate, and lack crucial considerations like expenses, Social Security, and nuanced financial situations. The essay concludes that ChatGPT should not be relied upon for calculations without careful verification and emphasizes the importance of human judgment and financial literacy when using AI for retirement planning.",8/24/2025,,,Anna M. Rappaport,SOA,pdf,https://www.soa.org/4a43ea/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-2-rappaport.pdf,
,A Retiree’s Guide to Artificial Intelligence risks and Mitigating Those Risks,,"AI risks
Retiree fraud
Deepfakes
Voice cloning
FraudGPT
Phishing scams
Cybersecurity
Risk mitigation
AI literacy
Internet crime","This essay focuses on the risks posed by artificial intelligence to retirees, specifically in the realm of fraud and scams. It discusses how AI tools like deepfakes and sophisticated large language models (LLMs) like FraudGPT can enhance cybercriminal activities, including voice cloning for grandparent scams and personalized phishing attacks. The essay highlights the increasing financial losses suffered by older adults due to internet fraud and emphasizes the need for risk mitigation strategies at both individual and technological/policy levels, including AI literacy, critical thinking, and the labeling of AI-generated content.",8/24/2025,,,Gregory Whittaker,SOA,pdf,https://www.soa.org/4a43ec/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-3-whittaker.pdf,
,Artificial Intelligence and Retirement Planning,,"AI in retirement
Financial management
Personalized plans
Investment decisions
Fraud detection
Limitations of AI
Human expertise
Digital literacy
Security and privacy
AI tools for retirees"," This essay discusses the role of artificial intelligence in assisting retirees and pre-retirees with managing their financial future. It acknowledges that many older individuals may have limited experience with AI and outlines how AI tools can help with personalized retirement plans, investment decisions, income management, and fraud detection. However, the essay also cautions retirees to be aware of AI's limitations, to use it in conjunction with human experts, and to be mindful of privacy and security concerns. It suggests various AI-powered tools that retirees might find useful, depending on their specific needs.",8/24/2025,,,John Cutler,SOA,pdf,https://www.soa.org/4a43ef/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-5-cutler.pdf,
,Artificial Intelligence as a Partner for Retirement Professionals: What Are the Issues?,,"AI for professionals
Retirement management
Organizational policy
Quality control
Fiduciary liability
Legal compliance
Human oversight
Accuracy verification
Limitations of AI
Ethical use"," This essay explores artificial intelligence as a partner for retirement professionals, discussing the key issues and considerations for organizations using AI tools like ChatGPT. It highlights the potential for AI to assist with tasks such as documenting discussions and research but emphasizes the need for organizational policies, quality controls, and awareness of legal requirements. The essay draws parallels with the use of AI in medicine, stressing that AI should not replace professional judgment and that human oversight is crucial to ensure accuracy and ethical use, especially in areas with fiduciary liability. It also discusses the importance of confirming the accuracy of AI-generated calculations.",8/24/2025,,,Anna M. Rappaport,SOA,pdf,https://www.soa.org/4a43f3/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-7-rappaport.pdf,
,The Impact of Artificial Intelligence on Financial Decisions for Retirees,,"AI impact on retirees
Financial decisions
Robo-advisors
Financial literacy
Ethical considerations
Accessibility issues
Data privacy
Algorithmic bias
Regulation
Financial inclusion","This essay examines the significant impact of artificial intelligence on financial decisions for retirees, highlighting both the opportunities and challenges. It discusses how AI technologies like robo-advisors can enhance financial literacy, provide personalized advice, and improve fraud detection. However, the essay also emphasizes ethical considerations and accessibility issues, such as data privacy, algorithmic bias, and the digital divide. It calls for responsible technology deployment, regulatory oversight, and the need to ensure that AI benefits all retirees equitably.",8/24/2025,,,Mark Dennis,SOA,pdf,https://www.soa.org/4a43f1/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-6-dennis.pdf,
,Pick a Payout Using AI,,"AI/bot
Annuitization
Payout options
Principal protection
Cash refund
Period certain
Beneficiary
Lump-sum payment
Retirement income
Customer service","This essay explores the potential of AI to assist retirees in understanding and selecting annuitization options. It presents a fictional interaction between ""Jack,"" a retiree, and ""Claire,"" an AI/bot, to illustrate how AI can explain complex payout characteristics, such as principal protection through cash refunds or period certain options. The dialogue demonstrates AI's ability to provide information on different choices and their implications, highlighting its potential to serve as an annuitization specialist by providing all available options and descriptions.",8/24/2025,,,John Blocher,SOA,pdf,https://www.soa.org/4a43ee/globalassets/assets/files/resources/research-report/2024/ai-retirement-risk-essays/ai-retirement-risks-essays-4-blocher.pdf,
,Risks Emerging from Artificial Intelligence Widespread Use,,"Artificial Intelligence (AI)
Privacy Erosion
Bias
Economic Disruption
Decision-Making
Surveillance
Data Misuse
Algorithmic Bias
Existential Threats
Geopolitical Risks","This paper explores various risks associated with the widespread use of artificial intelligence, focusing on privacy erosion, economic disruption, and biased decision-making. Regarding privacy, it discusses examples like AI-powered surveillance, human tracking in self-driving cars, and the data collection practices of technologies like Amazon's Just Walk Out and social media platforms, highlighting potential misuse and lack of consent. In terms of economic disruption, the paper mentions the potential for job displacement due to AI-driven automation. The section on biased decision-making provides examples in education, online proctoring, and the use of ChatGPT, illustrating how biases in training data can lead to discriminatory outcomes. The paper also touches upon long-term existential threats, including risks from superintelligent AI and compromised autonomous systems, as well as geopolitical risks related to power imbalances, cyberattacks, misinformation, and algorithmic censorship. The conclusion emphasizes the need to proactively address these risks to harness AI's benefits while minimizing harm",8/24/2025,,,"Hanchen (Henry) Wang, Yongqi Liang",SOA,pdf,https://www.soa.org/48ce8a/globalassets/assets/files/resources/research-report/2024/ai-risk-essays/liang-wang-risks-emerging-ai-widespread-use.pdf,
,In Praise of Actuarial Judgment and the Dangers of Relying on Historical Data,,"Actuarial Judgment
Artificial Intelligence (AI)
Historical Data
Over-reliance
Risk Assessment
Data Quality
Bias
Reasonableness Check
Mortality Risks
Supervision","This essay argues that over-reliance on historical data and AI in actuarial practice can be dangerous and lead to sub-optimal outcomes, emphasizing the continued necessity of actuarial judgment. While AI can analyze large datasets and identify patterns, it may not ask the right questions, assess data quality or relevance, or handle outliers effectively without human oversight. The author contrasts AI's algorithmic approach with the skilled actuary's application of judgment. The essay discusses the importance of context, skepticism, and reasonableness checks (the ""gut check"") in actuarial analysis, highlighting how AI outputs need proper supervision, governance, and validation. The author also explores potential future mortality risks identified by ChatGPT, underscoring the need to adjust historical data based on anticipated changes. The conclusion reiterates that AI is a valuable tool but cannot replace the core functions of an actuary, particularly in assessing data quality, choosing the analysis trajectory, and ensuring the reasonableness of findings.",8/24/2025,,,Sam Gutterman,SOA,pdf,https://www.soa.org/4a3f2c/globalassets/assets/files/resources/research-report/2024/ai-risk-essays/gutterman-in-praise-of-actuarial-judgment.pdf,
,"Artificial Intelligence Discrimination: Cause, Damage and Mitigation",,"AI Discrimination
Bias in AI
Training Data Bias
Algorithmic Bias
Prediction Bias
Data Imbalance
Insurance Applications
Mitigation Strategies
Fairness
Transparency","This paper discusses the issue of artificial intelligence discrimination, outlining its causes, potential damage, and mitigation strategies. Despite the promise of unbiased decision-making, AI can exhibit biases stemming from training data, algorithms, and even the predictions themselves. The author provides examples of biases in healthcare, recruitment, and image generation. The paper illustrates how data imbalance can lead to poor predictions for rare cases, even with high overall accuracy. In the insurance industry, AI bias can manifest in unfair pricing, underwriting, claim processing, and risk management. The consequences of AI bias include economic inequality, social unrest, and loss of trust in the technology. The paper proposes several mitigation strategies, including balancing datasets, adjusting error functions, collecting more diverse data, and using appropriate performance measures. It also emphasizes the importance of good AI practices, domain knowledge, diversity in talents, and transparency to combat bias",8/24/2025,,,Kailan Shang,SOA,pdf,https://www.soa.org/4a3f30/globalassets/assets/files/resources/research-report/2024/ai-risk-essays/shang-ai-discrimination.pdf,
,Catastrophic Risks of AI-Based Chatbots in Educational Systems,,"AI-Based Chatbots
Educational Systems
Privacy Risks
Security Risks
Ethical Dilemmas
Bias
Misinformation
Critical Thinking
Blockchain Technology
Data Integrity","This essay investigates the potential catastrophic risks of using AI-based chatbots in educational systems, despite their potential to improve learning and teacher productivity. The author highlights concerns related to the handling of sensitive student data, raising privacy and security issues. Ethical dilemmas, particularly biases in algorithms that could skew evaluations and recommendations, are also discussed. The paper also points out the risk of over-reliance on chatbots diminishing critical thinking skills and the potential for misinformation dissemination. To mitigate these risks, the author proposes a novel solution: leveraging blockchain technology to enhance the security, transparency, and integrity of AI-based chatbots in education. Blockchain's features like immutability and decentralization can help create tamper-proof records and ensure data integrity. The conclusion emphasizes the need for collaboration and further research to ensure the responsible and secure use of AI in education through innovative solutions like blockchain",8/24/2025,,,Ali M. Saghiri,SOA,pdf,https://www.soa.org/4a3f4c/globalassets/assets/files/resources/research-report/2024/ai-risk-essays/saghiri-ai-based-chatbots.pdf,
,Mitigate Biased Decision-Making in AI Algorithms,,"Algorithmic Bias
Biased Data
Fairness
Insurance Industry
Actuarial Analysis
Risk Classification
Data Preprocessing
Explainable AI (XAI)
Bias Mitigation
Ethical Considerations","This paper addresses the need to mitigate biased decision-making in AI algorithms, particularly within the insurance sector. It outlines several factors that contribute to algorithmic bias, including biased training data, data selection bias, data labeling bias, algorithm design choices, feedback loop effects, contextual biases, human involvement, and lack of diversity. The paper explains the consequences of algorithmic bias on actuarial analysis, such as discriminatory outcomes in underwriting and pricing, and inaccuracies in risk classification, experience studies, reserving, and modeling. Examples are provided to illustrate these impacts. The paper then details various approaches and techniques for reducing and mitigating algorithmic bias, such as using diverse data, data preprocessing, fairness constraints, explainable AI (XAI), bias audits, human oversight, sensitive feature removal, regular monitoring, and diverse teams. The conclusion emphasizes the importance of prioritizing fairness, transparency, and inclusivity in AI development to achieve more reliable and ethical AI-driven decision-making in insurance",8/24/2025,,,Jiaming Zuo,SOA,pdf,https://www.soa.org/4a3f62/globalassets/assets/files/resources/research-report/2024/ai-risk-essays/zuo-mitigate-biased-decision.pdf,
,Plausible Risk of Structural Racism from the Widespread Use of AI,,"Structural Racism
Artificial Intelligence (AI)
Insurance
Bias
Discrimination
Proxies
Disparate Impact
Black Box Algorithms
Data Bias
Regulation","This paper discusses the plausible risk of structural racism arising from the widespread use of AI in insurance. While AI offers benefits in processing data for pricing and risk evaluation, it can also perpetuate biases present in the data it is trained on, leading to unfair discrimination against protected groups. The authors highlight the problem of proxies, where seemingly neutral factors like zip codes can correlate with race and income, resulting in disparate impact. The ""black box"" nature of some AI algorithms makes it difficult to understand and address these biases. The paper provides examples of how AI can lead to higher premiums for minority groups and inequities in healthcare program enrollment. It also notes how differences in technology access and literacy can lead to discriminatory outcomes in claims processing. The authors conclude by discussing evolving legal and regulatory landscapes and proactive measures insurers can take to mitigate unfair discrimination in AI, including focusing on data, models, and outputs",8/24/2025,,,"Rajeshwarie VS, Vivek Gupta",SOA,pdf,https://www.soa.org/4a3f52/globalassets/assets/files/resources/research-report/2024/ai-risk-essays/iyer-gupta-plausible-risk-of-structural-racism.pdf,
,"Actuarial Professionalism Considerations
for Generative AI",,"Generative AI (GenAI)
Actuarial Standards of Practice (ASOPs)
Professionalism
Validation
Bias
Confidentiality
Disclosure
Model Drift
Transparency
Ethical Considerations","The document ""Actuarial Professionalism Considerations for Generative AI"" outlines how actuaries can responsibly use generative AI (GenAI) in their work. It emphasizes the importance of adhering to the Code of Professional Conduct, Qualification Standards, and Actuarial Standards of Practice (ASOPs), particularly ASOP No. 56. Actuaries should evaluate the appropriateness of GenAI for their assignments, disclose their reliance on AI tools, and ensure they are qualified to use AI. The paper highlights the need for thorough validation of AI models, considering potential biases, errors, and model drift. Documentation should focus on transparency and reproducibility. The conclusion stresses balancing GenAI's potential with maintaining professional standards, integrity, and ethical considerations. Overall, the paper provides a framework for integrating GenAI into actuarial practice while upholding professionalism.",9/24/2025,,,AAA,AAA,pdf,https://www.actuary.org/sites/default/files/2024-09/professionalism-paper-generative-ai.pdf,
,AI ethics and regulation in insurance: Actuaries uniquely positioned for success,,"Artificial Intelligence (AI)
Consumer Privacy Protection Act (CPPA)
Bias
Discrimination
Actuaries
Ethics
Regulations
Pricing Algorithms
Fairness
Insurance","This document discusses the ethical and regulatory challenges associated with the use of AI in the insurance industry. Key points include:

Regulatory Landscape: The Consumer Privacy Protection Act (CPPA) in Canada addresses accountability, transparency, and dispute resolution in AI usage.
Ethical Considerations: AI algorithms can introduce biases, potentially leading to unfair discrimination in pricing and underwriting1.
Role of Actuaries: Actuaries are well-positioned to lead AI initiatives due to their technical expertise, business knowledge, and professional judgment",9/21/2025,,,"Joel Li,  Rolly Molisho, Harrison Jones",CIA,HTML,https://www.cia-ica.ca/news/ai-ethics-and-regulation-in-insurance-actuaries-uniquely-positioned-for-success/,
,Harnessing AI and how actuaries can use it to thrive,,"Machine Learning (ML)
Training Programs
AI-powered Tools
Python
Innovation
Workshops
Data Analysis
Underwriting
Customer Service
Hackathons","This document explores practical ways actuaries can engage with AI technology. Key initiatives include:

Training Programs: Specialized training in AI and machine learning tailored for actuaries.
Development of AI Tools: Investment in AI-powered tools for data analysis, underwriting, claims processing, and customer service2.
Community Building: Establishing forums for knowledge sharing and organizing hackathons to foster innovation2.",7/24/2025,,,Jing Lang,CIA,HTML,https://www.cia-ica.ca/news/harnessing-ai-and-how-actuaries-can-use-it-to-thrive/,
,Revolutionizing Actuarial Work with Generative AI: A Glimpse into the Future,,"Generative AI
Large Language Models (LLMs)
Text Generation
Summarization
Underwriting
Tokenization
Machine Learning
Content Generation
Scenario Analysis
Model Validation","This document highlights the transformative potential of generative AI in actuarial work. Key insights include:

Generative AI Overview: Explanation of generative AI and its applications, such as text, image, and code generation.
Impact on Actuarial Work: Generative AI can automate tasks like scenario analysis, model validation, and report generation, enhancing efficiency and innovation3.
Future Prospects: Actuaries should build a strong foundation in generative AI principles and explore tools like GPT for language processing3.",11/24/2025,,,"Cem Unlubayrak, Simon Girard",CIA,HTML,Revolutionizing Actuarial Work with Generative AI: A Glimpse into the Future - Canadian Institute of Actuaries | Institut canadien des actuaires,
,Response to DISR - Mandatory guardrails for AI,Policy Submission,"AI regulation, guardrails, public policy, risk classification","Response to Australian Government's consultation on mandatory AI guardrails, calling for outcome-focused regulation and risk-based approaches.",10/2/2024,Final,,Actuaries Institute,"Department of Industry, Science and Resources (Australia)  Response to DISR: Mandatory guardrails for AI",,https://consult.industry.gov.au/ai-mandatory-guardrails,
,Automated Decision-Making Systems,Information Note,"automated decisions, ethics, governance, fairness, accountability",Guidance for actuaries on best practices and principles when designing or assessing automated decision systems.,10/1/2020,Final,,"Data Analytics Practice Committee, Actuaries Institute",Institute of Actuaries of Australia Automated Decision Making Systems,HTML,https://actuariesinstitute.github.io/cookbook/docs/automated_decision.html,
,Building Tomorrow: Preparing Australia for the Age of AI,Dialogue Paper,"AI strategy, public policy, skills gap, infrastructure, talent","Calls for national strategy and investment to address AI literacy, infrastructure, and workforce readiness.",5/1/2025,First edition,,"Jon Shen, Actuaries Institute",Actuaries Institute  Building Tomorrow: Preparing Australia for the Age of AI,,https://www.actuaries.asn.au/research-analysis/thought-leadership/building-tomorrow-ai,
